,sentence,label
726,Got it! It looks scrumptious... daddy wants to eat you all night long!,0
727,Of cos can lar i'm not so ba dao ok... 1 pm lor... Y u never ask where we go ah... I said u would ask on fri but he said u will ask today...,0
728,"Alright omw, gotta change my order to a half8th",0
729,Exactly. Anyways how far. Is jide her to study or just visiting,0
730,Dunno y u ask me.,0
731,Email AlertFrom: Jeri StewartSize: 2KBSubject: Low-cost prescripiton drvgsTo listen to email call 123,1
732,No he didn't. Spring is coming early yay!,0
733,Lol you won't feel bad when I use her money to take you out to a steak dinner =D,0
734,Even u dont get in trouble while convincing..just tel him once or twice and just tel neglect his msgs dont c and read it..just dont reply,0
735,Leaving to qatar tonite in search of an opportunity.all went fast.pls add me in ur prayers dear.Rakhesh,0
736,Then why no one talking to me,0
737,Thanks for looking out for me. I really appreciate.,0
738,Hi. Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY £10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg,1
739,Wish i were with you now!,0
740,Haha mayb u're rite... U know me well. Da feeling of being liked by someone is gd lor. U faster go find one then all gals in our group attached liao.,0
741,Yes i will be there. Glad you made it.,0
742,Do well :)all will for little time. Thing of good times ahead:,0
743,Just got up. have to be out of the room very soon. …. i hadn't put the clocks back til at 8 i shouted at everyone to get up and then realised it was 7. wahay. another hour in bed.,0
744,Ok. There may be a free gym about.,0
745,Men like shorter ladies. Gaze up into his eyes.,0
746,Dunno he jus say go lido. Same time 930.,0
747,"I promise to take good care of you, princess. I have to run now. Please send pics when you get a chance. Ttyl!",0
748,U are subscribed to the best Mobile Content Service in the UK for £3 per 10 days until you send STOP to 82324. Helpline 08706091795,1
749,Is there a reason we've not spoken this year? Anyways have a great week and all the best in your exam,0
750,By monday next week. Give me the full gist,0
751,"Do you realize that in about 40 years, we'll have thousands of old ladies running around with tattoos?",1
752,You have an important customer service announcement from PREMIER.,1
753,Dont gimme that lip caveboy,0
754,When did you get to the library,0
755,Realy sorry-i don't recognise this number and am now confused :) who r u please?!,0
756,So why didnt you holla?,0
757,Cant think of anyone with * spare room off * top of my head,0
758,"Faith makes things possible,Hope makes things work,Love makes things beautiful,May you have all three this Christmas!Merry Christmas!",0
759,U should have made an appointment,0
760,"Call me when you/carlos is/are here, my phone's vibrate is acting up and I might not hear texts",0
761,"Romantic Paris. 2 nights, 2 flights from £79 Book now 4 next year. Call 08704439680Ts&Cs apply.",1
762,"We are at grandmas. Oh dear, u still ill? I felt Shit this morning but i think i am just hungover! Another night then. We leave on sat.",0
763,Urgent Ur £500 guaranteed award is still unclaimed! Call 09066368327 NOW closingdate04/09/02 claimcode M39M51 £1.50pmmorefrommobile2Bremoved-MobyPOBox734LS27YF,1
764,Nothing but we jus tot u would ask cos u ba gua... But we went mt faber yest... Yest jus went out already mah so today not going out... Jus call lor...,0
765,"Wishing you and your family Merry ""X"" mas and HAPPY NEW Year in advance..",0
766,UR awarded a City Break and could WIN a £200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 £1.50perWKsub,1
767,"I'm nt goin, got somethin on, unless they meetin 4 dinner lor... Haha, i wonder who will go tis time...",0
768,"Sorry, I'll call later",0
769,I cant pick the phone right now. Pls send a message,0
770,Lol I know! They're so dramatic. Schools already closed for tomorrow. Apparently we can't drive in the inch of snow were supposed to get.,0
771,Not getting anywhere with this damn job hunting over here!,0
772,Lol! U drunkard! Just doing my hair at d moment. Yeah still up 4 tonight. Wats the plan?,0
773,"idc get over here, you are not weaseling your way out of this shit twice in a row",0
774,I wil be there with in  &lt;#&gt;  minutes. Got any space,0
775,Just sleeping..and surfing,0
776,Thanks for picking up the trash.,0
777,Why don't you go tell your friend you're not sure you want to live with him because he smokes too much then spend hours begging him to come smoke,0
778,Hi its Kate it was lovely to see you tonight and ill phone you tomorrow. I got to sing and a guy gave me his card! xxx,0
779,Happy New year my dear brother. I really do miss you. Just got your number and decided to send you this text wishing you only happiness. Abiola,0
780,That means get the door,0
781,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,0
782,"Hmmm ... I thought we said 2 hours slave, not 3 ... You are late ... How should I punish you ?",0
783,Beerage?,0
784,You have an important customer service announcement from PREMIER. Call FREEPHONE 0800 542 0578 now!,1
785,Dont think so. It turns off like randomlly within 5min of opening,0
786,"She was supposed to be but couldn't make it, she's still in town though",0
787,It does it on its own. Most of the time it fixes my spelling. But sometimes it gets a completely diff word. Go figure,0
788,Ever thought about living a good life with a perfect partner? Just txt back NAME and AGE to join the mobile community. (100p/SMS),1
789,"5 Free Top Polyphonic Tones call 087018728737, National Rate. Get a toppoly tune sent every week, just text SUBPOLY to 81618, £3 per pole. UnSub 08718727870.",1
790,Gud mrng dear hav a nice day,0
791,This is hoping you enjoyed your game yesterday. Sorry i've not been in touch but pls know that you are fondly bein thot off. Have a great week. Abiola,0
792,All e best 4 ur driving tmr :-),0
793,Y?WHERE U AT DOGBREATH? ITS JUST SOUNDING LIKE JAN C THATS AL!!!!!!!!!,0
794,Omg I want to scream. I weighed myself and I lost more weight! Woohoo!,0
795,There generally isn't one. It's an uncountable noun - u in the dictionary. pieces of research?,0
796,it's really getting me down just hanging around.,0
797,"Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9996. Offer ends 14thMarch. T&C's apply. Opt-out availa",1
798,Petey boy whereare you me and all your friendsare in theKingshead come down if you canlove Nic,0
799,Ok i msg u b4 i leave my house.,0
800,Gimme a few was  &lt;#&gt;  minutes ago,0
801,"Last Chance! Claim ur £150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Sub. 16",1
802,Appt is at &lt;TIME&gt; am. Not my fault u don't listen. I told u twice,0
803,FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone,1
804,You have won a guaranteed £200 award or even £1000 cashto claim UR award call free on 08000407165 (18+) 2 stop getstop on 88222 PHP. RG21 4JX,1
805,K I'll be there before 4.,0
806,I dled 3d its very imp,0
807,"sure, but make sure he knows we ain't smokin yet",0
808,Boooo you always work. Just quit.,0
809,I am taking half day leave bec i am not well,0
810,Ugh I don't wanna get out of bed. It's so warm.,0
811,S:)s.nervous  &lt;#&gt; :),0
812,So there's a ring that comes with the guys costumes. It's there so they can gift their future yowifes. Hint hint,0
813,Congratulations ur awarded either £500 of CD gift vouchers & Free entry 2 our £100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,1
814,I borrow ur bag ok.,0
815,"U were outbid by simonwatson5120 on the Shinco DVD Plyr. 2 bid again, visit sms. ac/smsrewards 2 end bid notifications, reply END OUT",1
816,Where's my boytoy? I miss you ... What happened?,0
817,"He has lots of used ones babe, but the model doesn't help. Youi have to bring it over and he'll match it up",0
818,Also are you bringing galileo or dobby,0
819,Then why you not responding,0
820,BOO BABE! U ENJOYIN YOURJOB? U SEEMED 2 B GETTIN ON WELL HUNNY!HOPE URE OK?TAKE CARE & ILLSPEAK 2U SOONLOTS OF LOVEME XXXX.,0
821,Good afternoon starshine! How's my boytoy? Does he crave me yet? Ache to fuck me ? *sips cappuccino* I miss you babe *teasing kiss*,0
822,On the road so cant txt,0
823,"SMSSERVICES. for yourinclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE",1
824,25p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.,1
825,Have a good evening! Ttyl,0
826,Hmm .. Bits and pieces lol ... *sighs* ...,0
827,Hahaha..use your brain dear,0
828,Hey. You got any mail?,0
829,"Sorry light turned green, I meant another friend wanted  &lt;#&gt;  worth but he may not be around",0
830,Thanks for yesterday sir. You have been wonderful. Hope you enjoyed the burial. MojiBiola,0
831,U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901,1
832,Hi mate its RV did u hav a nice hol just a message 3 say hello coz havent sent u 1 in ages started driving so stay off roads!RVx,0
833,"Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply. To stop texts, txt STOP to 80062",1
834,"Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope you are good. We've given you ultimatum oh! We are countin down to aburo. Enjoy! This is the message i sent days ago",0
835,Surely result will offer:),0
836,Good Morning my Dear........... Have a great &amp; successful day.,0
837,Do you want 750 anytime any network mins 150 text and a NEW VIDEO phone for only five pounds per week call 08002888812 or reply for delivery tomorrow,1
838,"Sir, I have been late in paying rent for the past few months and had to pay a $ &lt;#&gt;  charge. I felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that's why i didnt speak up. I however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month's end. Can you please help. Thanks",0
839,We tried to contact you re our offer of New Video Phone 750 anytime any network mins HALF PRICE Rental camcorder call 08000930705 or reply for delivery Wed,1
840,Last chance 2 claim ur £150 worth of discount vouchers-Text YES to 85023 now!SavaMob-member offers mobile T Cs 08717898035. £3.00 Sub. 16 . Remove txt X or STOP,1
841,I luv u soo much u dont understand how special u r 2 me ring u 2morrow luv u xxx,0
842,"Pls send me a comprehensive mail about who i'm paying, when and how much.",0
843,Our Prashanthettan's mother passed away last night. pray for her and family.,0
844,"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+",1
845,K.k:)when are you going?,0
846,Meanwhile in the shit suite: xavier decided to give us  &lt;#&gt;  seconds of warning that samantha was coming over and is playing jay's guitar to impress her or some shit. Also I don't think doug realizes I don't live here anymore,0
847,My stomach has been thru so much trauma I swear I just can't eat. I better lose weight.,0
848,I am in office:)whats the matter..msg me now.i will call you at break:).,0
849,"Yeah there's barely enough room for the two of us, x has too many fucking shoes. Sorry man, see you later",0
850,"Today's Offer! Claim ur £150 worth of discount vouchers! Text YES to 85023 now! SavaMob, member offers mobile! T Cs 08717898035. £3.00 Sub. 16 . Unsub reply X",1
851,U reach orchard already? U wan 2 go buy tickets first?,0
852,"I am real, baby! I want to bring out your inner tigress...",0
853,No da if you run that it activate the full version da.,0
854,AH POOR BABY!HOPE URFEELING BETTERSN LUV! PROBTHAT OVERDOSE OF WORK HEY GO CAREFUL SPK 2 U SN LOTS OF LOVEJEN XXX.,0
855,Stop the story. I've told him i've returned it and he's saying i should not re order it.,0
856,Talk sexy!! Make new friends or fall in love in the worlds most discreet text dating service. Just text VIP to 83110 and see who you could meet.,1
857,Going to take your babe out ?,0
858,Hai ana tomarrow am coming on morning.  &lt;DECIMAL&gt;  ill be there in sathy then we ll go to RTO office. Reply me after came to home.,0
859,Spoons it is then okay?,0
860,Did he just say somebody is named tampa,0
861,In work now. Going have in few min.,0
862,Your brother is a genius,0
863,"Sorry, I guess whenever I can get a hold of my connections, maybe an hour or two? I'll text you",0
864,Did u find out what time the bus is at coz i need to sort some stuff out.,0
865,Dude ive been seeing a lotta corvettes lately,0
866,Congratulations ur awarded either a yrs supply of CDs from Virgin Records or a Mystery Gift GUARANTEED Call 09061104283 Ts&Cs www.smsco.net £1.50pm approx 3mins,1
867,"Same here, but I consider walls and bunkers and shit important just because I never play on peaceful but I guess your place is high enough that it don't matter",0
868,PRIVATE! Your 2003 Account Statement for 07808 XXXXXX shows 800 un-redeemed S. I. M. points. Call 08719899217 Identifier Code: 41685 Expires 07/11/04,1
869,Hello. We need some posh birds and chaps to user trial prods for champneys. Can i put you down? I need your address and dob asap. Ta r,1
870,What do U want for Xmas? How about 100 free text messages & a new video phone with half price line rental? Call free now on 0800 0721072 to find out more!,1
871,"Well am officially in a philosophical hole, so if u wanna call am at home ready to be saved!",0
872,Its going good...no problem..but still need little experience to understand american customer voice...,0
873,I'll text you when I drop x off,0
874,Ugh its been a long day. I'm exhausted. Just want to cuddle up and take a nap,0
875,Talk With Yourself Atleast Once In A Day...!!! Otherwise You Will Miss Your Best FRIEND In This WORLD...!!! -Shakespeare- SHESIL  &lt;#&gt;,0
876,"Shop till u Drop, IS IT YOU, either 10K, 5K, £500 Cash or £100 Travel voucher, Call now, 09064011000. NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary",1
877,Are you in castor? You need to see something,0
878,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. £1.50 SP:Tyrone,1
879,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094565,1
880,U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08,1
881,Reminder: You have not downloaded the content you have already paid for. Goto http://doit. mymoby. tv/ to collect your content.,1
882,"see, i knew giving you a break a few times woul lead to you always wanting to miss curfew. I was gonna gibe you 'til one, but a MIDNIGHT movie is not gonna get out til after 2. You need to come home. You need to getsleep and, if anything, you need to b studdying ear training.",0
883,I love to give massages. I use lots of baby oil... What is your fave position?,0
884,Dude we should go sup again,0
885,Yoyyooo u know how to change permissions for a drive in mac. My usb flash drive,0
886,Gibbs unsold.mike hussey,0
887,I like to talk pa but am not able to. I dont know y.,0
888,Y dun cut too short leh. U dun like ah? She failed. She's quite sad.,0
889,You unbelievable faglord,0
890,Wife.how she knew the time of murder exactly,0
891,Why do you ask princess?,0
892,I am great princess! What are you thinking about me? :),0
893,Nutter. Cutter. Ctter. Cttergg. Cttargg. Ctargg. Ctagg. ie you,0
894,It's ok i noe u're busy but i'm really too bored so i msg u. I oso dunno wat colour she choose 4 me one.,0
895,Doesn't g have class early tomorrow and thus shouldn't be trying to smoke at  &lt;#&gt;,0
896,"Superb Thought- ""Be grateful that u dont have everything u want. That means u still have an opportunity to be happier tomorrow than u are today."":-)",0
897,Hope you are having a good week. Just checking in,0
898,"I'm used to it. I just hope my agents don't drop me since i've only booked a few things this year. This whole me in boston, them in nyc was an experiment.",0
899,"Thursday night? Yeah, sure thing, we'll work it out then",0
900,"Your free ringtone is waiting to be collected. Simply text the password ""MIX"" to 85069 to verify. Get Usher and Britney. FML, PO Box 5249, MK17 92H. 450Ppw 16",1
901,Probably money worries. Things are coming due and i have several outstanding invoices for work i did two and three months ago.,0
902,How is it possible to teach you. And where.,0
903,"I wonder if your phone battery went dead ? I had to tell you, I love you babe",0
904,Lovely smell on this bus and it ain't tobacco...,0
905,"We're all getting worried over here, derek and taylor have already assumed the worst",0
906,Hey what's up charles sorry about the late reply.,0
907,"all the lastest from Stereophonics, Marley, Dizzee Racal, Libertines and The Strokes! Win Nookii games with Flirt!! Click TheMob WAP Bookmark or text WAP to 82468",1
908,I.ll give her once i have it. Plus she said grinule greet you whenever we speak,0
909,WHITE FUDGE OREOS ARE IN STORES,0
910,"January Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)",1
911,My love ! How come it took you so long to leave for Zaher's? I got your words on ym and was happy to see them but was sad you had left. I miss you,0
912,I am sorry it hurt you.,0
913,Can't. I feel nauseous. I'm so pissed. I didn't eat any sweets all week cause today I was planning to pig out. I was dieting all week. And now I'm not hungry :/,0
914,Ok lor but not too early. Me still having project meeting now.,0
915,"Call me da, i am waiting for your call.",0
916,I could ask carlos if we could get more if anybody else can chip in,0
917,Was actually about to send you a reminder today. Have a wonderful weekend,0
918,"When people see my msgs, They think Iam addicted to msging... They are wrong, Bcoz They don\'t know that Iam addicted to my sweet Friends..!! BSLVYL",0
919,Hey you gave them your photo when you registered for driving ah? Tmr wanna meet at yck?,0
920,Dont talk to him ever ok its my word.,0
921,When u wana see it then,0
922,On ma way to school. Can you pls send me ashley's number,0
923,It shall be fine. I have avalarr now. Will hollalater,0
924,She went to attend another two rounds today..but still did't reach home..,0
925,Actually i deleted my old website..now i m blogging at magicalsongs.blogspot.com,0
926,"K, wait chikku..il send aftr  &lt;#&gt; mins",0
927,But I'm on a diet. And I ate 1 too many slices of pizza yesterday. Ugh I'm ALWAYS on a diet.,0
928,K:)i will give my kvb acc details:),0
929,Oh all have to come ah?,0
930,money!!! you r a lucky winner ! 2 claim your prize text money 2 88600 over £1million to give away ! ppt150x3+normal text rate box403 w1t1jy,1
931,I'm really sorry i won't b able 2 do this friday.hope u can find an alternative.hope yr term's going ok:-),0
932,Congratulations ore mo owo re wa. Enjoy it and i wish you many happy moments to and fro wherever you go,0
933,So do you have samus shoulders yet,0
934,What time you think you'll have it? Need to know when I should be near campus,0
935,"Dear Matthew please call 09063440451 from a landline, your complimentary 4*Lux Tenerife holiday or £1000 CASH await collection. ppm150 SAE T&Cs Box334 SK38XH.",1
936,Then dun wear jeans lor...,0
937,"Since when, which side, any fever, any vomitin.",0
938,K:)k.are you in college?,0
939,"Urgent! call 09061749602 from Landline. Your complimentary 4* Tenerife Holiday or £10,000 cash await collection SAE T&Cs BOX 528 HP20 1YF 150ppm 18+",1
940,Better. Made up for Friday and stuffed myself like a pig yesterday. Now I feel bleh. But at least its not writhing pain kind of bleh.,0
941,No we sell it all so we'll have tons if coins. Then sell our coins to someone thru paypal. Voila! Money back in life pockets:),0
942,Theyre doing it to lots of places. Only hospitals and medical places are safe.,0
943,How about getting in touch with folks waiting for company? Just txt back your NAME and AGE to opt in! Enjoy the community (150p/SMS),1
944,And also I've sorta blown him off a couple times recently so id rather not text him out of the blue looking for weed,0
945,"I sent my scores to sophas and i had to do secondary application for a few schools. I think if you are thinking of applying, do a research on cost also. Contact joke ogunrinde, her school is one me the less expensive ones",0
946,I cant wait to see you! How were the photos were useful? :),0
947,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,1
948,Hey i booked the kb on sat already... what other lessons are we going for ah? Keep your sat night free we need to meet and confirm our lodging,0
949,Chk in ur belovd ms dict,0
950,Is that what time you want me to come?,0
951,"Awesome, lemme know whenever you're around",0
952,Shb b ok lor... Thanx...,0
953,"Beautiful Truth against Gravity.. Read carefully: ""Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it.."" GOOD NIGHT",0
954,Also remember to get dobby's bowl from your car,0
955,Filthy stories and GIRLS waiting for your,1
956,Sorry i now then c ur msg... Yar lor so poor thing... But only 4 one night... Tmr u'll have a brand new room 2 sleep in...,0
957,"Love isn't a decision, it's a feeling. If we could decide who to love, then, life would be much simpler, but then less magical",0
958,Welp apparently he retired,0
959,My sort code is  and acc no is . The bank is natwest. Can you reply to confirm i've sent this to the right person!,0
960,Where @,0
961,U sure u can't take any sick time?,0
962,URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only,1
963,"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?",0
964,Yo chad which gymnastics class do you wanna take? The site says Christians class is full..,0
965,Are you this much buzy,0
966,Or better still can you catch her and let ask her if she can sell  &lt;#&gt;  for me.,0
967,I am not sure about night menu. . . I know only about noon menu,0
968,What do u want when i come back?.a beautiful necklace as a token of my heart for you.thats what i will give but ONLY to MY WIFE OF MY LIKING.BE THAT AND SEE..NO ONE can give you that.dont call me.i will wait till i come.,0
969,Are you willing to go for aptitude class.,0
970,"It wont b until 2.15 as trying 2 sort house out, is that ok?",0
971,"Yar lor he wan 2 go c horse racing today mah, so eat earlier lor. I ate chicken rice. U?",0
972,"Haha awesome, omw back now then",0
973,Yup i thk so until e shop closes lor.,0
974,what is your account number?,0
975,Eh u send wrongly lar...,0
976,Hey no I ad a crap nite was borin without ya 2 boggy with me u boring biatch! Thanx but u wait til nxt time il ave ya,0
977,Ok i shall talk to him,0
978,Dont hesitate. You know this is the second time she has had weakness like that. So keep i notebook of what she eat and did the day before or if anything changed the day before so that we can be sure its nothing,0
979,Hey you can pay. With salary de. Only  &lt;#&gt; .,0
980,Another month. I need chocolate weed and alcohol.,0
981,If he started searching he will get job in few days.he have great potential and talent.,0
982,Reckon need to be in town by eightish to walk from * carpark.,0
983,"Congrats! 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid your mates, play java games, Dload polyPH music, noline rentl.",1
984,LOOK AT THE FUCKIN TIME. WHAT THE FUCK YOU THINK IS UP,0
985,Yo guess what I just dropped,0
986,Carlos says he'll be at mu in  &lt;#&gt;  minutes,0
987,I'm in office now . I will call you  &lt;#&gt;  min:),0
988,"Geeee ... I miss you already, you know ? Your all I can think about. Fuck, I can't wait till next year when we will be together ... *loving kiss*",0
989,"Yun ah.the ubi one say if ü wan call by tomorrow.call 67441233 look for irene.ere only got bus8,22,65,61,66,382. Ubi cres,ubi tech park.6ph for 1st 5wkg days.èn",0
990,Ugh. Gotta drive back to sd from la. My butt is sore.,0
991,26th OF JULY,0
992,Hi im having the most relaxing time ever! we have to get up at 7am every day! was the party good the other night? I get home tomorrow at 5ish.,0
993,Up to ü... Ü wan come then come lor... But i din c any stripes skirt...,0
994,The Xmas story is peace.. The Xmas msg is love.. The Xmas miracle is jesus.. Hav a blessed month ahead &amp; wish U Merry Xmas...,0
995,"I can't, I don't have her number!",0
996,Change again... It's e one next to escalator...,0
997,Yetunde i'm in class can you not run water on it to make it ok. Pls now.,0
998,Not a lot has happened here. Feels very quiet. Beth is at her aunts and charlie is working lots. Just me and helen in at the mo. How have you been?,0
999,Then ü wait 4 me at bus stop aft ur lect lar. If i dun c ü then i go get my car then come back n pick ü.,0
1000,"Aight will do, thanks again for comin out",0
1001,No..but heard abt tat..,0
1002,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!,1
1003,Yes..he is really great..bhaji told kallis best cricketer after sachin in world:).very tough to get out.,0
1004,&lt;#&gt;  am I think? Should say on syllabus,0
1005,Umma. Did she say anything,0
1006,Give me a sec to think think about it,0
1007,Panasonic & BluetoothHdset FREE. Nokia FREE. Motorola FREE & DoubleMins & DoubleTxt on Orange contract. Call MobileUpd8 on 08000839402 or call 2optout,1
1008,I don't quite know what to do. I still can't get hold of anyone. I cud pick you up bout 7.30pm and we can see if they're in the pub?,0
1009,"Poyyarikatur,kolathupalayam,unjalur post,erode dis, &lt;#&gt; .",0
1010,"Dear Hero,i am leaving to qatar tonite for an apt opportunity.pls do keep in touch at  &lt;EMAIL&gt; ,kerala",0
1011,Lol I would but my mom would have a fit and tell the whole family how crazy and terrible I am,0
1012,"I just got home babe, are you still awake ?",0
1013,I dunno they close oredi not... Ü v ma fan...,0
1014,Just buy a pizza. Meat lovers or supreme. U get to pick.,0
1015,"Ya, told..she was asking wats matter?",0
1016,"Dear,regret i cudnt pick call.drove down frm ctla now at cochin home.left mobile in car..ente style ishtamayoo?happy bakrid!",0
1017,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,1
1018,Shall i send that exe to your mail id.,0
1019,Nope watching tv at home... Not going out. V bored...,0
1020,Don know..wait i will check it.,0
1021,"Good afternoon on this glorious anniversary day, my sweet J !! I hope this finds you happy and content, my Prey. I think of you and send a teasing kiss from across the sea coaxing images of fond souveniers ... You Cougar-Pen",0
1022,Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394514 From Landline DATEBox1282EssexCM61XN 150p/min 18,1
1023,We still on for tonight?,0
1024,May i call You later Pls,0
1025,Hasn't that been the pattern recently crap weekends?,0
1026,I have a sore throat. It's scratches when I talk,0
1027,Yes da. Any plm at ur office,0
1028,Are you not around or just still asleep? :V,0
1029,"Lol you forgot it eh ? Yes, I'll bring it in babe",0
1030,"Its good, we'll find a way",0
1031,Can not use foreign stamps in this country. Good lecture .,0
1032,Yup bathe liao...,0
1033,HAPPY NEW YEAR MY NO.1 MAN,0
1034,"OH MR SHEFFIELD! You wanna play THAT game, okay. You're the boss and I'm the nanny. You give me a raise and I'll give YOU one!!",0
1035,ZOE IT JUST HIT ME 2 IM FUCKING SHITIN MYSELF IL DEFO TRY MY HARDEST 2 CUM 2MOROW LUV U MILLIONS LEKDOG,0
1036,"Hello baby, did you get back to your mom's ? Are you setting up the computer now ? Filling your belly ? How goes it loverboy ? I miss you already ... *sighs*",0
1037,"No my blankets are sufficient, thx",0
1038,"naughty little thought: 'its better to flirt, flirt n flirt, rather than loving someone n gettin hurt, hurt n hurt...:-) Gud nyt",0
1039,"Edison has rightly said, ""A fool can ask more questions than a wise man can answer"" Now you know why all of us are speechless during ViVa.. GM,GN,GE,GNT:-)",0
1040,They just talking thats it de. They wont any other.,0
1041,Today am going to college so am not able to atten the class.,0
1042,I'm in class. Will holla later,0
1043,Easy ah?sen got selected means its good..,0
1044,Mmm thats better now i got a roast down me! id b better if i had a few drinks down me 2! Good indian?,0
1045,"We know someone who you know that fancies you. Call 09058097218 to find out who. POBox 6, LS15HB 150p",1
1046,"Come round, it's .",0
1047,"Do 1 thing! Change that sentence into: ""Because i want 2 concentrate in my educational career im leaving here..""",0
1048,"1000's flirting NOW! Txt GIRL or BLOKE & ur NAME & AGE, eg GIRL ZOE 18 to 8007 to join and get chatting!",1
1049,I walked an hour 2 c u! doesnt that show I care y wont u believe im serious?,0
1050,18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.,1
1051,Are you available for soiree on June 3rd?,0
1052,Do u noe wat time e place dat sells 4d closes?,0
1053,"I got another job! The one at the hospital doing data analysis or something, starts on monday! Not sure when my thesis will got finished",0
1054,Jay's getting really impatient and belligerent,0
1055,HIYA COMIN 2 BRISTOL 1 ST WEEK IN APRIL. LES GOT OFF + RUDI ON NEW YRS EVE BUT I WAS SNORING.THEY WERE DRUNK! U BAK AT COLLEGE YET? MY WORK SENDS INK 2 BATH.,0
1056,I'm at work. Please call,0
1057,Then u drive lor.,0
1058,Ard 515 like dat. Y?,0
1059,Tell me they're female :V how're you throwing in? We're deciding what all to get now,0
1060,EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN £100 Cash WKENT/150P16+,1
1061,I'm working technical support :)voice process.networking field.,0
1062,I might come to kerala for 2 days.so you can be prepared to take a leave once i finalise .dont plan any travel during my visit.need to finish urgent works.,0
1063,Ok. Not sure what time tho as not sure if can get to library before class. Will try. See you at some point! Have good eve.,0
1064,We have new local dates in your area - Lots of new people registered in YOUR AREA. Reply DATE to start now! 18 only www.flirtparty.us REPLYS150,1
1065,"That's fine, I'll bitch at you about it later then",0
1066,No my mum went 2 dentist.,0
1067,Once free call me sir. I am waiting for you.,0
1068,Meeting u is my work. . . Tel me when shall i do my work tomorrow,0
1069,Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU,1
1070,Jus finish bathing...,0
1071,"alright, I'll make sure the car is back tonight",0
1072,URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid12hrs only,1
1073,Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688,1
1074,Lul im gettin some juicy gossip at the hospital. Two nurses are talking about how fat they are gettin. And one thinks shes obese. Oyea.,0
1075,Aight ill get on fb in a couple minutes,0
1076,Oi. Ami parchi na re. Kicchu kaaj korte iccha korche na. Phone ta tul na. Plz. Plz.,0
